D3D12 API-boundary layout coverage
==================================

structs/unions probed : 279
enums probed          : 165
member probes         : 1095
bitfield probes       : 6

--- records (member probes per record) ---

D3D12_FEATURE_DATA_D3D12_OPTIONS1                             members=6    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS10                            members=2    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS11                            members=1    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS12                            members=3    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS13                            members=6    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS14                            members=3    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS15                            members=2    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS16                            members=2    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS17                            members=2    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS18                            members=1    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS19                            members=10   struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS2                             members=2    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS20                            members=2    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS21                            members=4    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS22                            members=4    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS3                             members=5    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS4                             members=3    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS5                             members=3    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS6                             members=5    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS7                             members=2    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS8                             members=1    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_D3D12_OPTIONS9                             members=6    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_EXISTING_HEAPS                             members=1    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_FEATURE_LEVELS                             members=3    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_FORMAT_INFO                                members=2    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_FORMAT_SUPPORT                             members=3    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_GPU_VIRTUAL_ADDRESS_SUPPORT                members=2    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_HARDWARE_COPY                              members=1    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_MULTISAMPLE_QUALITY_LEVELS                 members=4    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_PLACED_RESOURCE_SUPPORT_INFO               members=4    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_PREDICATION                                members=1    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_PROTECTED_RESOURCE_SESSION_SUPPORT         members=2    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_PROTECTED_RESOURCE_SESSION_TYPES           members=3    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_PROTECTED_RESOURCE_SESSION_TYPE_COUNT      members=2    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_QUERY_META_COMMAND                         members=6    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_ROOT_SIGNATURE                             members=1    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_SERIALIZATION                              members=2    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_SHADERCACHE_ABI_SUPPORT                    members=5    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_SHADER_CACHE                               members=1    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_SHADER_MODEL                               members=1    struct vkd3d_d3d12.h
D3D12_FEATURE_DATA_TIGHT_ALIGNMENT                            members=1    struct vkd3d_d3d12.h
D3D12_GENERIC_PROGRAM_DESC                                    members=5    struct vkd3d_d3d12.h
D3D12_GLOBAL_BARRIER                                          members=4    struct vkd3d_d3d12.h
D3D12_GLOBAL_ROOT_SIGNATURE                                   members=1    struct vkd3d_d3d12.h
D3D12_GPU_DESCRIPTOR_HANDLE                                   members=1    struct vkd3d_d3d12.h
D3D12_GPU_VIRTUAL_ADDRESS_AND_STRIDE                          members=2    struct vkd3d_d3d12.h
D3D12_GPU_VIRTUAL_ADDRESS_RANGE                               members=2    struct vkd3d_d3d12.h
D3D12_GPU_VIRTUAL_ADDRESS_RANGE_AND_STRIDE                    members=3    struct vkd3d_d3d12.h
D3D12_GRAPHICS_PIPELINE_STATE_DESC                            members=21   struct vkd3d_d3d12.h
D3D12_HEAP_DESC                                               members=4    struct vkd3d_d3d12.h
D3D12_HEAP_PROPERTIES                                         members=5    struct vkd3d_d3d12.h
D3D12_HIT_GROUP_DESC                                          members=5    struct vkd3d_d3d12.h
D3D12_INDEX_BUFFER_VIEW                                       members=3    struct vkd3d_d3d12.h
D3D12_INDIRECT_ARGUMENT_DESC                                  members=16   struct vkd3d_d3d12.h
D3D12_INPUT_ELEMENT_DESC                                      members=7    struct vkd3d_d3d12.h
D3D12_INPUT_LAYOUT_DESC                                       members=2    struct vkd3d_d3d12.h
D3D12_LOCAL_ROOT_SIGNATURE                                    members=1    struct vkd3d_d3d12.h
D3D12_MEMCPY_DEST                                             members=3    struct vkd3d_d3d12.h
D3D12_META_COMMAND_DESC                                       members=4    struct vkd3d_d3d12.h
D3D12_META_COMMAND_PARAMETER_DESC                             members=5    struct vkd3d_d3d12.h
D3D12_MIP_REGION                                              members=3    struct vkd3d_d3d12.h
D3D12_MULTI_NODE_CPU_INPUT                                    members=3    struct vkd3d_d3d12.h
D3D12_MULTI_NODE_GPU_INPUT                                    members=2    struct vkd3d_d3d12.h
D3D12_NODE                                                    members=2    struct vkd3d_d3d12.h
D3D12_NODE_CPU_INPUT                                          members=4    struct vkd3d_d3d12.h
D3D12_NODE_GPU_INPUT                                          members=3    struct vkd3d_d3d12.h
D3D12_NODE_ID                                                 members=2    struct vkd3d_d3d12.h
D3D12_NODE_MASK                                               members=1    struct vkd3d_d3d12.h
D3D12_NODE_OUTPUT_OVERRIDES                                   members=5    struct vkd3d_d3d12.h
D3D12_PACKED_MIP_INFO                                         members=4    struct vkd3d_d3d12.h
D3D12_PIPELINE_STATE_STREAM_DESC                              members=2    struct vkd3d_d3d12.h
D3D12_PLACED_SUBRESOURCE_FOOTPRINT                            members=2    struct vkd3d_d3d12.h
D3D12_PROGRAM_IDENTIFIER                                      members=1    struct vkd3d_d3d12.h
D3D12_PROTECTED_RESOURCE_SESSION_DESC                         members=2    struct vkd3d_d3d12.h
D3D12_PROTECTED_RESOURCE_SESSION_DESC1                        members=3    struct vkd3d_d3d12.h
D3D12_QUERY_DATA_PIPELINE_STATISTICS                          members=11   struct vkd3d_d3d12.h
D3D12_QUERY_DATA_SO_STATISTICS                                members=2    struct vkd3d_d3d12.h
D3D12_QUERY_HEAP_DESC                                         members=3    struct vkd3d_d3d12.h
D3D12_RANGE                                                   members=2    struct vkd3d_d3d12.h
D3D12_RANGE_UINT64                                            members=2    struct vkd3d_d3d12.h
D3D12_RASTERIZER_DESC                                         members=11   struct vkd3d_d3d12.h
D3D12_RASTERIZER_DESC1                                        members=11   struct vkd3d_d3d12.h
D3D12_RASTERIZER_DESC2                                        members=10   struct vkd3d_d3d12.h
D3D12_RAYTRACING_AABB                                         members=6    struct vkd3d_d3d12.h
D3D12_RAYTRACING_ACCELERATION_STRUCTURE_POSTBUILD_INFO_COMPACTED_SIZE_DESC  members=1    struct vkd3d_d3d12.h
D3D12_RAYTRACING_ACCELERATION_STRUCTURE_POSTBUILD_INFO_CURRENT_SIZE_DESC  members=1    struct vkd3d_d3d12.h
D3D12_RAYTRACING_ACCELERATION_STRUCTURE_POSTBUILD_INFO_DESC   members=2    struct vkd3d_d3d12.h
D3D12_RAYTRACING_ACCELERATION_STRUCTURE_POSTBUILD_INFO_SERIALIZATION_DESC  members=2    struct vkd3d_d3d12.h
D3D12_RAYTRACING_ACCELERATION_STRUCTURE_POSTBUILD_INFO_TOOLS_VISUALIZATION_DESC  members=1    struct vkd3d_d3d12.h
D3D12_RAYTRACING_ACCELERATION_STRUCTURE_PREBUILD_INFO         members=3    struct vkd3d_d3d12.h
D3D12_RAYTRACING_ACCELERATION_STRUCTURE_SRV                   members=1    struct vkd3d_d3d12.h
D3D12_RAYTRACING_GEOMETRY_AABBS_DESC                          members=2    struct vkd3d_d3d12.h
D3D12_RAYTRACING_GEOMETRY_DESC                                members=5    struct vkd3d_d3d12.h
D3D12_RAYTRACING_GEOMETRY_OMM_LINKAGE_DESC                    members=4    struct vkd3d_d3d12.h
D3D12_RAYTRACING_GEOMETRY_OMM_TRIANGLES_DESC                  members=2    struct vkd3d_d3d12.h
D3D12_RAYTRACING_GEOMETRY_TRIANGLES_DESC                      members=7    struct vkd3d_d3d12.h
D3D12_RAYTRACING_INSTANCE_DESC                                members=6    struct vkd3d_d3d12.h
D3D12_RAYTRACING_OPACITY_MICROMAP_ARRAY_DESC                  members=4    struct vkd3d_d3d12.h
D3D12_RAYTRACING_OPACITY_MICROMAP_DESC                        members=3    struct vkd3d_d3d12.h
D3D12_RAYTRACING_OPACITY_MICROMAP_HISTOGRAM_ENTRY             members=3    struct vkd3d_d3d12.h
D3D12_RAYTRACING_PIPELINE_CONFIG                              members=1    struct vkd3d_d3d12.h
D3D12_RAYTRACING_PIPELINE_CONFIG1                             members=2    struct vkd3d_d3d12.h
D3D12_RAYTRACING_SHADER_CONFIG                                members=2    struct vkd3d_d3d12.h
D3D12_REGISTER_TRIM_NOTIFICATION                              members=3    struct vkd3d_d3d12.h
D3D12_RENDER_PASS_BEGINNING_ACCESS                            members=2    struct vkd3d_d3d12.h
D3D12_RENDER_PASS_BEGINNING_ACCESS_CLEAR_PARAMETERS           members=1    struct vkd3d_d3d12.h
D3D12_RENDER_PASS_DEPTH_STENCIL_DESC                          members=5    struct vkd3d_d3d12.h
D3D12_RENDER_PASS_ENDING_ACCESS                               members=2    struct vkd3d_d3d12.h
D3D12_RENDER_PASS_ENDING_ACCESS_RESOLVE_PARAMETERS            members=7    struct vkd3d_d3d12.h
D3D12_RENDER_PASS_ENDING_ACCESS_RESOLVE_SUBRESOURCE_PARAMETERS  members=5    struct vkd3d_d3d12.h
D3D12_RENDER_PASS_RENDER_TARGET_DESC                          members=3    struct vkd3d_d3d12.h
D3D12_RENDER_TARGET_BLEND_DESC                                members=10   struct vkd3d_d3d12.h
D3D12_RENDER_TARGET_VIEW_DESC                                 members=10   struct vkd3d_d3d12.h
D3D12_RESOURCE_ALIASING_BARRIER                               members=2    struct vkd3d_d3d12.h
D3D12_RESOURCE_ALLOCATION_INFO                                members=2    struct vkd3d_d3d12.h
D3D12_RESOURCE_ALLOCATION_INFO1                               members=3    struct vkd3d_d3d12.h
D3D12_RESOURCE_BARRIER                                        members=5    struct vkd3d_d3d12.h
D3D12_RESOURCE_DESC                                           members=10   struct vkd3d_d3d12.h
D3D12_RESOURCE_DESC1                                          members=11   struct vkd3d_d3d12.h
D3D12_RESOURCE_TRANSITION_BARRIER                             members=4    struct vkd3d_d3d12.h
D3D12_RESOURCE_UAV_BARRIER                                    members=1    struct vkd3d_d3d12.h
D3D12_ROOT_CONSTANTS                                          members=3    struct vkd3d_d3d12.h
D3D12_ROOT_DESCRIPTOR                                         members=2    struct vkd3d_d3d12.h
D3D12_ROOT_DESCRIPTOR1                                        members=3    struct vkd3d_d3d12.h
D3D12_ROOT_DESCRIPTOR_TABLE                                   members=2    struct vkd3d_d3d12.h
D3D12_ROOT_DESCRIPTOR_TABLE1                                  members=2    struct vkd3d_d3d12.h
D3D12_ROOT_PARAMETER                                          members=5    struct vkd3d_d3d12.h
D3D12_ROOT_PARAMETER1                                         members=5    struct vkd3d_d3d12.h
D3D12_ROOT_SIGNATURE_DESC                                     members=5    struct vkd3d_d3d12.h
D3D12_ROOT_SIGNATURE_DESC1                                    members=5    struct vkd3d_d3d12.h
D3D12_ROOT_SIGNATURE_DESC2                                    members=5    struct vkd3d_d3d12.h
D3D12_RT_FORMAT_ARRAY                                         members=2    struct vkd3d_d3d12.h
D3D12_SAMPLER_DESC                                            members=10   struct vkd3d_d3d12.h
D3D12_SAMPLER_DESC2                                           members=12   struct vkd3d_d3d12.h
D3D12_SAMPLE_POSITION                                         members=2    struct vkd3d_d3d12.h
D3D12_SERIALIZED_DATA_DRIVER_MATCHING_IDENTIFIER              members=2    struct vkd3d_d3d12.h
D3D12_SERIALIZED_RAYTRACING_ACCELERATION_STRUCTURE_HEADER     members=4    struct vkd3d_d3d12.h
D3D12_SET_GENERIC_PIPELINE_DESC                               members=1    struct vkd3d_d3d12.h
D3D12_SET_PROGRAM_DESC                                        members=4    struct vkd3d_d3d12.h
D3D12_SET_RAYTRACING_PIPELINE_DESC                            members=1    struct vkd3d_d3d12.h
D3D12_SET_WORK_GRAPH_DESC                                     members=4    struct vkd3d_d3d12.h
D3D12_SHADER_BYTECODE                                         members=2    struct vkd3d_d3d12.h
D3D12_SHADER_CACHE_SESSION_DESC                               members=7    struct vkd3d_d3d12.h
D3D12_SHADER_NODE                                             members=6    struct vkd3d_d3d12.h
D3D12_SHADER_RESOURCE_VIEW_DESC                               members=15   struct vkd3d_d3d12.h
D3D12_SO_DECLARATION_ENTRY                                    members=6    struct vkd3d_d3d12.h
D3D12_STATE_OBJECT_CONFIG                                     members=1    struct vkd3d_d3d12.h
D3D12_STATE_OBJECT_DESC                                       members=3    struct vkd3d_d3d12.h
D3D12_STATE_SUBOBJECT                                         members=2    struct vkd3d_d3d12.h
D3D12_STATIC_SAMPLER_DESC                                     members=13   struct vkd3d_d3d12.h
D3D12_STATIC_SAMPLER_DESC1                                    members=14   struct vkd3d_d3d12.h
D3D12_STREAM_OUTPUT_BUFFER_VIEW                               members=3    struct vkd3d_d3d12.h
D3D12_STREAM_OUTPUT_DESC                                      members=5    struct vkd3d_d3d12.h
D3D12_SUBOBJECT_TO_EXPORTS_ASSOCIATION                        members=3    struct vkd3d_d3d12.h
D3D12_SUBRESOURCE_DATA                                        members=3    struct vkd3d_d3d12.h
D3D12_SUBRESOURCE_FOOTPRINT                                   members=5    struct vkd3d_d3d12.h
D3D12_SUBRESOURCE_INFO                                        members=3    struct vkd3d_d3d12.h
D3D12_SUBRESOURCE_RANGE_UINT64                                members=2    struct vkd3d_d3d12.h
D3D12_SUBRESOURCE_TILING                                      members=4    struct vkd3d_d3d12.h
D3D12_TEX1D_ARRAY_DSV                                         members=3    struct vkd3d_d3d12.h
D3D12_TEX1D_ARRAY_RTV                                         members=3    struct vkd3d_d3d12.h
D3D12_TEX1D_ARRAY_SRV                                         members=5    struct vkd3d_d3d12.h
D3D12_TEX1D_ARRAY_UAV                                         members=3    struct vkd3d_d3d12.h
D3D12_TEX1D_DSV                                               members=1    struct vkd3d_d3d12.h
D3D12_TEX1D_RTV                                               members=1    struct vkd3d_d3d12.h
D3D12_TEX1D_SRV                                               members=3    struct vkd3d_d3d12.h
D3D12_TEX1D_UAV                                               members=1    struct vkd3d_d3d12.h
D3D12_TEX2DMS_ARRAY_DSV                                       members=2    struct vkd3d_d3d12.h
D3D12_TEX2DMS_ARRAY_RTV                                       members=2    struct vkd3d_d3d12.h
D3D12_TEX2DMS_ARRAY_SRV                                       members=2    struct vkd3d_d3d12.h
D3D12_TEX2DMS_ARRAY_UAV                                       members=2    struct vkd3d_d3d12.h
D3D12_TEX2DMS_DSV                                             members=1    struct vkd3d_d3d12.h
D3D12_TEX2DMS_RTV                                             members=1    struct vkd3d_d3d12.h
D3D12_TEX2DMS_SRV                                             members=1    struct vkd3d_d3d12.h
D3D12_TEX2DMS_UAV                                             members=1    struct vkd3d_d3d12.h
D3D12_TEX2D_ARRAY_DSV                                         members=3    struct vkd3d_d3d12.h
D3D12_TEX2D_ARRAY_RTV                                         members=4    struct vkd3d_d3d12.h
D3D12_TEX2D_ARRAY_SRV                                         members=6    struct vkd3d_d3d12.h
D3D12_TEX2D_ARRAY_UAV                                         members=4    struct vkd3d_d3d12.h
D3D12_TEX2D_DSV                                               members=1    struct vkd3d_d3d12.h
D3D12_TEX2D_RTV                                               members=2    struct vkd3d_d3d12.h
D3D12_TEX2D_SRV                                               members=4    struct vkd3d_d3d12.h
D3D12_TEX2D_UAV                                               members=2    struct vkd3d_d3d12.h
D3D12_TEX3D_RTV                                               members=3    struct vkd3d_d3d12.h
D3D12_TEX3D_SRV                                               members=3    struct vkd3d_d3d12.h
D3D12_TEX3D_UAV                                               members=3    struct vkd3d_d3d12.h
D3D12_TEXCUBE_ARRAY_SRV                                       members=5    struct vkd3d_d3d12.h
D3D12_TEXCUBE_SRV                                             members=3    struct vkd3d_d3d12.h
D3D12_TEXTURE_BARRIER                                         members=9    struct vkd3d_d3d12.h
D3D12_TEXTURE_COPY_LOCATION                                   members=4    struct vkd3d_d3d12.h
D3D12_THREAD_LAUNCH_OVERRIDES                                 members=6    struct vkd3d_d3d12.h
D3D12_TILED_RESOURCE_COORDINATE                               members=4    struct vkd3d_d3d12.h
D3D12_TILE_REGION_SIZE                                        members=5    struct vkd3d_d3d12.h
D3D12_TILE_SHAPE                                              members=3    struct vkd3d_d3d12.h
D3D12_TRIM_NOTIFICATION                                       members=3    struct vkd3d_d3d12.h
D3D12_UNORDERED_ACCESS_VIEW_DESC                              members=11   struct vkd3d_d3d12.h
D3D12_VERSIONED_DEVICE_REMOVED_EXTENDED_DATA                  members=5    struct vkd3d_d3d12.h
D3D12_VERSIONED_ROOT_SIGNATURE_DESC                           members=4    struct vkd3d_d3d12.h
D3D12_VERSION_NUMBER                                          members=2    union  vkd3d_d3d12.h
D3D12_VERTEX_BUFFER_VIEW                                      members=3    struct vkd3d_d3d12.h
D3D12_VIEWPORT                                                members=6    struct vkd3d_d3d12.h
D3D12_VIEW_INSTANCE_LOCATION                                  members=2    struct vkd3d_d3d12.h
D3D12_VIEW_INSTANCING_DESC                                    members=3    struct vkd3d_d3d12.h
D3D12_WORK_GRAPH_DESC                                         members=6    struct vkd3d_d3d12.h
D3D12_WORK_GRAPH_MEMORY_REQUIREMENTS                          members=3    struct vkd3d_d3d12.h
D3D12_WRITEBUFFERIMMEDIATE_PARAMETER                          members=2    struct vkd3d_d3d12.h
DXGI_RGB                                                      members=3    struct vkd3d_dxgibase.h
DXGI_SAMPLE_DESC                                              members=2    struct vkd3d_dxgibase.h
GUID                                                          members=4    struct vkd3d_windows.h
LUID                                                          members=2    struct vkd3d_d3dcommon.h
RECT                                                          members=4    struct vkd3d_d3dcommon.h

--- enums ---

D3D12_AUTO_BREADCRUMB_OP                                      vkd3d_d3d12.h
D3D12_AXIS_SHADING_RATE                                       vkd3d_d3d12.h
D3D12_BACKGROUND_PROCESSING_MODE                              vkd3d_d3d12.h
D3D12_BARRIER_ACCESS                                          vkd3d_d3d12.h
D3D12_BARRIER_LAYOUT                                          vkd3d_d3d12.h
D3D12_BARRIER_SYNC                                            vkd3d_d3d12.h
D3D12_BARRIER_TYPE                                            vkd3d_d3d12.h
D3D12_BLEND                                                   vkd3d_d3d12.h
D3D12_BLEND_OP                                                vkd3d_d3d12.h
D3D12_BUFFER_SRV_FLAGS                                        vkd3d_d3d12.h
D3D12_BUFFER_UAV_FLAGS                                        vkd3d_d3d12.h
D3D12_CLEAR_FLAGS                                             vkd3d_d3d12.h
D3D12_COLOR_WRITE_ENABLE                                      vkd3d_d3d12.h
D3D12_COMMAND_LIST_FLAGS                                      vkd3d_d3d12.h
